name	alt name	url	summary
S'vrone	S'vrone	/reference/k/02567/index.html	A whore in Braavos.
Swann, Balon	Balon Swann	/reference/k/00521/index.html	Younger son of Lord Gulian Swann.
Swann, Corenna	Corenna Swann	/reference/k/00522/index.html	First wife of Ser Stevron Frey.
Swann, Cyrenna	Cyrenna Swann	/reference/k/00523/index.html	Second wife of Lord Walder Frey.
Swann, Donnel	Donnel Swann	/reference/k/00524/index.html	Elder son of Lord Gulian Swann.
Swann, Gawen	Gawen Swann	/reference/k/00525/index.html	A former Lord of Stonehelm and head of House Swann.
Swann, Gulian	Gulian Swann	/reference/k/00526/index.html	Lord of Stonehelm.
Swann, Manfred	Manfred Swann	/reference/k/02016/index.html	A knight and member of House Swann.
Swann, Ravella	Ravella Swann	/reference/k/00527/index.html	Wife of Lord Theomar Smallwood.
Sweetfoot	Sweetfoot	/reference/k/02752/index.html	A palfrey owned by Ser Arlan of Pennytree.
Swyft, Dorna	Dorna Swyft	/reference/k/00528/index.html	Wife of Ser Kevan Lannister.
Swyft, Harys	Harys Swyft	/reference/k/00529/index.html	A knight of the Westerlands.
Swyft, Humfrey	Humfrey Swyft	/reference/k/02317/index.html	A knight.
Swyft, Joana	Joana Swyft	/reference/k/00530/index.html	Only daughter of Ser Steffon Swyft.
Swyft, Jocelyn	Jocelyn Swyft	/reference/k/01931/index.html	Companion to Queen Cersei Lannister.
Sybell Spicer	Sybell Spicer	/reference/k/00495/index.html	Wife of Lord Gawen Westerling.
Sybelle Locke	Sybelle Locke	/reference/k/01606/index.html	Wife of Robett Glover.
Sylas	Sylas	/reference/k/01607/index.html	Steward of Pyke during the lordship of Balon Greyjoy.
Sylas	Sylas	/reference/k/02153/index.html	An old king of the Iron Islands.
Sylva Santagar	Sylva Santagar	/reference/k/02430/index.html	Called Spotted Sylva. Daughter of Ser Symon Santagar.
Sylwa Paege	Sylwa Paege	/reference/k/00398/index.html	Wife of Ser Whalen Frey.
Symeon	Symeon	/reference/k/01608/index.html	A legendary knight from the Age of Heroes.
Symon	Symon	/reference/k/00841/index.html	Called Symon Silver Tongue. A singer.
Symon Hollard	Symon Hollard	/reference/k/02212/index.html	Master-at-arms of Duskendale for Lord Denys Darklyn.
Symon Santagar	Symon Santagar	/reference/k/02429/index.html	A knight and master of Spottswood.
Symond Botley	Symond Botley	/reference/k/01934/index.html	
Symond Frey	Symond Frey	/reference/k/00224/index.html	Seventh son of Lord Walder Frey.
Symond Templeton	Symond Templeton	/reference/k/02238/index.html	A knight and master of Ninestars.
Syrio Forel	Syrio Forel	/reference/k/00145/index.html	An expert sword fighter from Braavos.
Taena	Taena	/reference/k/01609/index.html	Wife of Lord Orton Merryweather.
Tagganaro	Tagganaro	/reference/k/02563/index.html	A thief in Braavos.
Talbert Serry	Talbert Serry	/reference/k/02510/index.html	A knight.
Talea	Talea	/reference/k/02552/index.html	Younger daughter of Brusco.
Talla Tarly	Talla Tarly	/reference/k/01798/index.html	Daughter of Lord Randyll Tarly.
Tallad	Tallad	/reference/k/00842/index.html	A hedge knight.
Tallhart, Benfred	Benfred Tallhart	/reference/k/00533/index.html	Only son of Ser Helman Tallhart.
Tallhart, Beren	Beren Tallhart	/reference/k/00534/index.html	Younger son of Leobald Tallhart.
Tallhart, Brandon	Brandon Tallhart	/reference/k/00535/index.html	Elder son of Ser Leobald Tallhart.
Tallhart, Eddara	Eddara Tallhart	/reference/k/00536/index.html	Only daughter of Ser Helman Tallhart.
Tallhart, Helman	Helman Tallhart	/reference/k/00538/index.html	Master of Torrhen's Square.
Tallhart, Leobald	Leobald Tallhart	/reference/k/00539/index.html	Brother of Ser Helman Tallhart.
Tanda	Tanda	/reference/k/00843/index.html	Head of House Stokeworth. Her daughters are Falyse and Lollys.
Tanselle	Tanselle	/reference/k/00844/index.html	Called Tanselle Too-Tall. A puppeteer who performed at Ashford Meadow. She was accosted by Aerion Targaryen during a show and rescued by Ser Duncan the Tall..
Tansy	Tansy	/reference/k/01871/index.html	Owner of the inn/brothel called the Peach in Stoney Sept.
Tansy	Tansy	/reference/k/02599/index.html	An orphan girl.
Tanton Fossoway	Tanton Fossoway	/reference/k/00152/index.html	A knight of the Reach.
Tarbeck, Lady	Lady Tarbeck	/reference/k/02950/index.html	Husband to Lord Tarbeck.
Tarbeck, Lord	Lord Tarbeck	/reference/k/01902/index.html	Lord of Tarbeck Hall.
Tarber	Tarber	/reference/k/01611/index.html	An orphan boy.
Targaryen, Aegon	Aegon Targaryen	/reference/k/00540/index.html	Only son of Prince Rhaegar Targaryen and Elia Martell.
Targaryen, Aegon I	Aegon I Targaryen	/reference/k/00541/index.html	Called Aegon the Conqueror and Aegon the Dragon. King of Westeros from 1-37.
Targaryen, Aegon II	Aegon II Targaryen	/reference/k/00542/index.html	King of the Seven Kingdoms from 129-131.
Targaryen, Aegon III	Aegon III Targaryen	/reference/k/00543/index.html	Called the Dragonbane. King of the Seven Kingdoms from 131-157.
Targaryen, Aegon IV	Aegon IV Targaryen	/reference/k/00544/index.html	Called Aegon the Unworthy. King of the Seven Kingdoms from 172 to 184.
Targaryen, Aegon V	Aegon V Targaryen	/reference/k/00545/index.html	Called the Aegon the Fortunate. Fourth son of King Maekar I Targaryen and king of the Seven Kingdoms from 233-259.
Targaryen, Aelinor	Aelinor Targaryen	/reference/k/02848/index.html	Daughter of King Daeron II Targaryen and sister-wife of King Aerys I Targaryen.
Targaryen, Aemon	Aemon Targaryen	/reference/k/00546/index.html	Called the Dragonknight. Brother of Aegon IV Targaryen and a knight in his Kingsguard.
Targaryen, Aemon	Aemon Targaryen	/reference/k/00547/index.html	Third son of King Maekar I Targaryen, a member of the Night's Watch, and Maester for Castle Black.
Targaryen, Aenar	Aenar Targaryen	/reference/k/02244/index.html	A member of House Targaryen that lived in Valyria before the Doom hundreds of years ago.
Targaryen, Aenys I	Aenys I Targaryen	/reference/k/00548/index.html	King of the Seven Kingdoms and head of House Targaryen from 37-42.
Targaryen, Aerion	Aerion Targaryen	/reference/k/00549/index.html	Called Aerion the Monstrous and Aerion Brightflame.  Second son of King Maekar I Targaryen.
Targaryen, Aerys I	Aerys I Targaryen	/reference/k/00550/index.html	Second son of King Daeron II Targaryen and Myriah Martell and King of the Seven Kingdoms from 209-221.
Targaryen, Aerys II	Aerys II Targaryen	/reference/k/00551/index.html	King of the Seven Kingdoms from 262-283.
Targaryen, Alysanne	Alysanne Targaryen	/reference/k/00552/index.html	Called Alysanne the Good. Sister and wife of Jaehaerys I and Queen of the Seven Kingdoms.
Targaryen, Baelor	Baelor Targaryen	/reference/k/00553/index.html	Called Baelor the Bold and Baelor Breakspear.  Eldest son of King Daeron II Targaryen and Myriah Martell.
Targaryen, Baelor I	Baelor I Targaryen	/reference/k/00554/index.html	Called Baelor the Blessed. King of the Seven Kingdoms and head of House Targaryen from 161-171.
Targaryen, Daella	Daella Targaryen	/reference/k/02337/index.html	Daughter of King Maekar I Targaryen.
Targaryen, Daena	Daena Targaryen	/reference/k/02309/index.html	Eldest daughter of King Aegon III Targaryen and wife of King Baelor Targaryen.
Targaryen, Daenerys	Daenerys Targaryen	/reference/k/02952/index.html	Daughter of King Aegon IV Targaryen and Naerys Targaryen and wife of Prince Maron Martell.
Targaryen, Daenerys	Daenerys Targaryen	/reference/k/00555/index.html	Only daughter of Aerys II Targaryen and Rhaella Targaryen.
Targaryen, Daeron	Daeron Targaryen	/reference/k/00556/index.html	Called Daeron the Drunkard.  Eldest son of King Maekar I Targaryen.
Targaryen, Daeron I	Daeron I Targaryen	/reference/k/00557/index.html	Called the Young Dragon. Eldest son of Aegon III and king of Westeros from 157-161.
Targaryen, Daeron II	Daeron II Targaryen	/reference/k/00558/index.html	Son of King Aegon IV Targaryen and Queen Naerys Targaryen and king of the Seven Kingdoms from 184-209.
Targaryen, Daeryssa	Daeryssa Targaryen	/reference/k/01297/index.html	A princess of House Targaryen.
Targaryen, Duncan	Duncan Targaryen	/reference/k/00889/index.html	Called the Prince of Dragonflies. Elder son of King Aegon V Targaryen.
Targaryen, Elaena	Elaena Targaryen	/reference/k/02894/index.html	Youngest daughter of King Aegon III Targaryen.
Targaryen, Jaehaerys I	Jaehaerys I Targaryen	/reference/k/00560/index.html	Called Jaehaerys the Conciliator and the Old King. King of the Seven Kingdoms from 48 to 103.
Targaryen, Jaehaerys II	Jaehaerys II Targaryen	/reference/k/00561/index.html	King of the Seven Kingdoms from 259-262.
Targaryen, Maegor I	Maegor I Targaryen	/reference/k/00562/index.html	Called the Cruel. King of Westeros from 42-48.
Targaryen, Maekar I	Maekar I Targaryen	/reference/k/00563/index.html	Youngest son of King Daeron II Targaryen and Myriah Martell and King of the Seven Kingdoms from 221-233.
Targaryen, Matarys	Matarys Targaryen	/reference/k/00564/index.html	Younger son of Prince Baelor Targaryen.
Targaryen, Naerys	Naerys Targaryen	/reference/k/00566/index.html	Wife of Aegon IV Targaryen and queen of the Seven Kingdoms.
Targaryen, Rhae	Rhae Targaryen	/reference/k/02336/index.html	Daughter of King Maekar I Targaryen.
Targaryen, Rhaegar	Rhaegar Targaryen	/reference/k/00567/index.html	Elder son of King Aerys II Targaryen and Rhaella Targaryen and crown prince of the Seven Kingdoms.
Targaryen, Rhaegel	Rhaegel Targaryen	/reference/k/00568/index.html	Described as being "mad, meek, and sickly" as well as "gentle."
Targaryen, Rhaella	Rhaella Targaryen	/reference/k/00569/index.html	Sister and wife of King Aerys II Targaryen.
Targaryen, Rhaelle	Rhaelle Targaryen	/reference/k/01865/index.html	
Targaryen, Rhaena	Rhaena Targaryen	/reference/k/02893/index.html	Middle daughter of King Aegon III Targaryen.
Targaryen, Rhaenyra	Rhaenyra Targaryen	/reference/k/00570/index.html	Daughter of Viserys I Targaryen.
Targaryen, Rhaenys	Rhaenys Targaryen	/reference/k/00572/index.html	Only daughter of Prince Rhaegar Targaryen and Elia Martell.
Targaryen, Rhaenys	Rhaenys Targaryen	/reference/k/00571/index.html	Sister and wife of Aegon I Targaryen.
Targaryen, Valarr	Valarr Targaryen	/reference/k/00573/index.html	Elder son of Prince Baelor Targaryen.
Targaryen, Visenya	Visenya Targaryen	/reference/k/00574/index.html	Sister and wife of Aegon I Targaryen.
Targaryen, Viserys I	Viserys I Targaryen	/reference/k/00576/index.html	King of the Seven Kingdoms from 103-129.
Targaryen, Viserys II	Viserys II Targaryen	/reference/k/00577/index.html	King of the Seven Kingdoms from 171-172.
Targaryen, Viserys III	Viserys III Targaryen	/reference/k/00575/index.html	Younger son of King Aerys II Targaryen and Rhaella Targaryen.
Tarle	Tarle	/reference/k/02121/index.html	
Tarly, Dickon	Dickon Tarly	/reference/k/00578/index.html	Younger son of Lord Randyll Tarly.
Tarly, Randyll	Randyll Tarly	/reference/k/00579/index.html	Lord of Horn Hill.
Tarly, Samwell	Samwell Tarly	/reference/k/00580/index.html	Elder son of Lord Randyll Tarly.
Tarth, Alysanne	Alysanne Tarth	/reference/k/02532/index.html	Daughter of Lord Selwyn Tarth.
Tarth, Arianne	Arianne Tarth	/reference/k/02533/index.html	Daughter of Lord Selwyn Tarth.
Tarth, Brienne	Brienne Tarth	/reference/k/00582/index.html	Daughter of Lord Selwyn Tarth.
Tarth, Endrew	Endrew Tarth	/reference/k/00581/index.html	A ranger of the Night's Watch.
Tarth, Galladon	Galladon Tarth	/reference/k/02531/index.html	Only son of Lord Selwyn Tarth.
Tarth, Selwyn	Selwyn Tarth	/reference/k/00583/index.html	Lord of Tarth.
Tawney, Lenwood	Lenwood Tawney	/reference/k/02369/index.html	An Ironman warrior.
Temmo	Temmo	/reference/k/01614/index.html	A Dothraki khal.
Templeton, Ser	Ser Templeton	/reference/k/02809/index.html	Master of Ninestars. His first name is ever given.
Templeton, Symond	Symond Templeton	/reference/k/02238/index.html	A knight and master of Ninestars.
Tendyris, Oro	Oro Tendyris	/reference/k/02073/index.html	A prosperous merchant of Braavos.
Ternesio Terys	Ternesio Terys	/reference/k/02194/index.html	Captain of the Titan's Daughter. He is from Braavos. Physical Description: He has a square, windburnt face and short-cut grey hair.
Terrance Lynderly	Terrance Lynderly	/reference/k/02623/index.html	Son of Lord Jon Lynderly.
Terrence Kenning	Terrence Kenning	/reference/k/00301/index.html	
Terrence Toyne	Terrence Toyne	/reference/k/02280/index.html	A knight of Aegon IV Targaryen's Kingsguard.
Terro	Terro	/reference/k/02486/index.html	A bravo.
Terys, Denyo	Denyo Terys	/reference/k/02193/index.html	Youngest son of Captain Ternesio Terys. Physical Description: He is plump.
Terys, Yorko	Yorko Terys	/reference/k/02195/index.html	Son of Captain Ternesio Terys.
The Daughter of Dusk	The Daughter of Dusk	/reference/k/02448/index.html	A famous courtesan of Braavos.
The Drunken Daughter	The Drunken Daughter	/reference/k/02568/index.html	A whore in Braavos.
The Fat Fellow	The Fat Fellow	/reference/k/02876/index.html	A Faceless Man. His real name is never given.
The Handsome Man	The Handsome Man	/reference/k/02877/index.html	A Faceless Man. His real name is never given.
The Kindly Man	The Kindly Man	/reference/k/02198/index.html	A servant of the Many-Faced God. His real name is never given.
The Last Hero	The Last Hero	/reference/k/02911/index.html	A legendary figure who was instrumental in saving mankind from the Others thousands of years ago.
The Lordling	The Lordling	/reference/k/02878/index.html	A Faceless Man. His real name is never given.
The Merling Queen	The Merling Queen	/reference/k/02587/index.html	A courtesan in Braavos.
The Moonshadow	The Moonshadow	/reference/k/02485/index.html	A famous courtesan of Braavos.
The Night's King	The Night's King	/reference/k/01972/index.html	A semi-legendary former Lord Commander of the Night's Watch.
The Old Grey Gull	The Old Grey Gull	/reference/k/02254/index.html	A priest of the Drowned God.
The Poetess	The Poetess	/reference/k/02585/index.html	A courtesan in Braavos.
The Rat Cook	The Rat Cook	/reference/k/01973/index.html	A semi-legendary member of the Night's Watch.
The Sailor's Wife	The Sailor's Wife	/reference/k/02490/index.html	A whore at the Happy Port in Braavos.
The Septon at Sallydance	The Septon at Sallydance	/reference/k/02875/index.html	A septon. His name is never given.
The Sparr	The Sparr	/reference/k/02119/index.html	Head of House Sparr. Physical Description: He is a hatchet-faced faced old man with watery eyes.
The Squinter	The Squinter	/reference/k/02880/index.html	A Faceless Man. His real name is never given.
The Starved Man	The Starved Man	/reference/k/02881/index.html	A Faceless Man. His real name is never given.
The Stern Face	The Stern Face	/reference/k/02879/index.html	A Faceless Man. His real name is never given.
The Stonehouse	The Stonehouse	/reference/k/02383/index.html	Head of House Stonehouse.
The Veiled Lady	The Veiled Lady	/reference/k/02586/index.html	A courtesan in Braavos.
The Waif	The Waif	/reference/k/02197/index.html	A servant of the Many-Faced God. Her real name is never given. Physical Description: She is pale with a gaunt and bony face, hollow cheeks, and big dark eyes.
Thenn	Thenn	/reference/k/01615/index.html	A small wildling country beyond the Wall. It is currently ruled by Styr, Magnar of Thenn.
Theo Wull	Theo Wull	/reference/k/00677/index.html	Called Buckets.  A member of the Wull clan.
Theobald	Theobald	/reference/k/02657/index.html	An archmaester of the Citadel.
Theodan Wells	Theodan Wells	/reference/k/02636/index.html	A knight.
Theodore Tyrell	Theodore Tyrell	/reference/k/00624/index.html	Elder son of Ser Luthor Tyrell.
Theomar Smallwood	Theomar Smallwood	/reference/k/00488/index.html	Lord of Acorn Hall. His wife is Ravella and his daughter is Carellen.
Theomore	Theomore	/reference/k/02726/index.html	Maester of White Harbor.
Theomore Harlaw	Theomore Harlaw	/reference/k/02240/index.html	Lord of Ten Towers.
Theon Greyjoy	Theon Greyjoy	/reference/k/00263/index.html	Youngest son of Lord Balon Greyjoy and Alannys Harlaw.
Theon Stark	Theon Stark	/reference/k/01616/index.html	Called the Hungry Wolf.  King in the North.
Thirteen	Thirteen	/reference/k/01391/index.html	A merchant guild in the city of Qarth.
Thomax	Thomax	/reference/k/02190/index.html	A maester.
Thoren Smallwood	Thoren Smallwood	/reference/k/00489/index.html	A ranger of the Night's Watch.
Thormor Ironmaker	Thormor Ironmaker	/reference/k/02393/index.html	Middle grandson of Erik Ironmaker.
Thorne, Alliser	Alliser Thorne	/reference/k/00584/index.html	A man of the Night's Watch and master-at-arms for Castle Black.
Thoros	Thoros	/reference/k/00845/index.html	A red priest.
Three Toes	Three Toes	/reference/k/01617/index.html	A member of the Brave Companions.
Three-Eyed Crow	Three-Eyed Crow	/reference/k/01780/index.html	A strange talking crow with three eyes.
Three-Tooth	Three-Tooth	/reference/k/02260/index.html	Steward of Ten Towers.
Thunder	Thunder	/reference/k/02750/index.html	An old warhorse owned by Ser Arlan of Pennytree.
Tickler	Tickler	/reference/k/00846/index.html	A soldier in service to House Clegane.
Tim	Tim	/reference/k/02026/index.html	Called Tim Tangletongue. A steward of the Night's Watch.
Tim Stone	Tim Stone	/reference/k/00515/index.html	A ranger of the Night's Watch.
Timeon	Timeon	/reference/k/01618/index.html	A member of the Brave Companions.
Timett	Timett	/reference/k/00847/index.html	A Red Hand of the Burned Men mountain clan.
Timon	Timon	/reference/k/00472/index.html	A knight.
Timoth	Timoth	/reference/k/02609/index.html	A servant at Sunspear.
Tion Frey	Tion Frey	/reference/k/00226/index.html	Third son of Ser Emmon Frey and Genna Lannister.
Titan of Braavos	Titan of Braavos	/reference/k/01991/index.html	A great statue that looks over the waters leading to the city of Braavos.
Titus Peake	Titus Peake	/reference/k/00402/index.html	Head of House Peake.
Tobbot	Tobbot	/reference/k/01619/index.html	A soldier in service to House Clegane.
Tobho Mott	Tobho Mott	/reference/k/00385/index.html	A master armorer in King's Landing.
Todder	Todder	/reference/k/00848/index.html	Called Toad. A trainee of the Night's Watch.
Todric	Todric	/reference/k/01620/index.html	An ironman warrior.
Toefinger	Toefinger	/reference/k/01621/index.html	A wildling raider.
Togg Joth	Togg Joth	/reference/k/02043/index.html	A member of the Brave Companions. He is from Ibben.
Toland, Nymella	Nymella Toland	/reference/k/02078/index.html	Lady of Ghost Hill.
Tollett, Eddison	Eddison Tollett	/reference/k/00585/index.html	Called Dolorous Edd.
Tollett, Uthor	Uthor Tollett	/reference/k/02233/index.html	Lord of Grey Glen.
Tom	Tom	/reference/k/01622/index.html	Called Tom of Sevenstreams. A singer.
Tom Costayne	Tom Costayne	/reference/k/02325/index.html	Called Long Tom. A knight of the Kingsguard.
Tomard	Tomard	/reference/k/00849/index.html	Called Fat Tom.  A guard at Winterfell.
Tommen Baratheon	Tommen Baratheon	/reference/k/00021/index.html	Younger son of King Robert Baratheon and Cersei Lannister.
Tommen Costayne	Tommen Costayne	/reference/k/02696/index.html	Lord of Three Towers.
Tommen II Lannister	Tommen II Lannister	/reference/k/01623/index.html	King of the Rock.
TomToo	TomToo	/reference/k/01872/index.html	Son of Tomard.
Torbert	Torbert	/reference/k/02332/index.html	One of the Most Devout of the Faith.
Toregg	Toregg	/reference/k/01625/index.html	Called Toregg the Tall. Eldest son of Tormund.
Tormund	Tormund	/reference/k/01626/index.html	Called Tormund Giantsbane. A wildling leader.
Torrek	Torrek	/reference/k/01627/index.html	A member of the Stone Crow mountain clan.
Torren Liddle	Torren Liddle	/reference/k/02736/index.html	Called the Liddle. Chief of the Liddle Clan.
Torrent, Alesander	Alesander Torrent	/reference/k/02689/index.html	Lord of Littlesister.
Torrhen Karstark	Torrhen Karstark	/reference/k/00300/index.html	Youngest son of Lord Rickard Karstark.
Torrhen Stark	Torrhen Stark	/reference/k/01628/index.html	Called the King Who Knelt.  Last King in the North and first Lord of Winterfell.
Torwyrd	Torwyrd	/reference/k/01876/index.html	Called Torwyrd the Tall. Second son of Tormund.
Tothmure	Tothmure	/reference/k/01630/index.html	Maester of Harrenhal.
Toyne, Simon	Simon Toyne	/reference/k/01588/index.html	The leader of the Kingswood Brotherhood.
Trant, Meryn	Meryn Trant	/reference/k/00586/index.html	A knight of King Robert Baratheon's Kingsguard.
Treb	Treb	/reference/k/02802/index.html	A peasant on the lands of House Osgrey.
Trebor Jordayne	Trebor Jordayne	/reference/k/02720/index.html	Lord of the Tor.
Tregar	Tregar	/reference/k/00850/index.html	An officer in Queen Cersei Lannister's household guard.
Tregar Ormollen	Tregar Ormollen	/reference/k/01632/index.html	A merchant prince in Lys.
Tremond Gargalen	Tremond Gargalen	/reference/k/01633/index.html	Lord of Salt Shore.
Tristan Mudd	Tristan Mudd	/reference/k/01964/index.html	Lord Commander of the Night's Watch.
Tristan Ryger	Tristan Ryger	/reference/k/02079/index.html	A knight and member of House Ryger.
Tristifer Botley	Tristifer Botley	/reference/k/00914/index.html	Second son of Lord Sawane Botley.
Tristifer IV Mudd	Tristifer IV Mudd	/reference/k/01634/index.html	Called the Hammer of Justice. King of the Rivers and the Hills.
Tristifer V Mudd	Tristifer V Mudd	/reference/k/01635/index.html	King of the Rivers and the Hills.
Tristimun	Tristimun	/reference/k/01636/index.html	Commander of the sea watch of King's Landing during the reign of Aerys II Targaryen.
Triston	Triston	/reference/k/01992/index.html	Called Triston of Tally Hill. A knight in service to House Sunglass.
Triston Farwynd	Triston Farwynd	/reference/k/02678/index.html	Lord of Sealskin Point.
Triston Sunderland	Triston Sunderland	/reference/k/02686/index.html	Lord of the Three Sisters.
Trystane Martell	Trystane Martell	/reference/k/00371/index.html	Younger son of Prince Doran Martell and Mellario.
Tuffleberry	Tuffleberry	/reference/k/02868/index.html	The brewer of Harrenhal.
Tully, Brynden	Brynden Tully	/reference/k/00587/index.html	Called the Blackfish. Younger brother to Lord Hoster Tully.
Tully, Catelyn	Catelyn Tully	/reference/k/00588/index.html	Elder daughter of Lord Hoster Tully and Minisa Whent and wife of Lord Eddard Stark.
Tully, Edmure	Edmure Tully	/reference/k/00589/index.html	Only son of Lord Hoster Tully and Lady Minisa Whent.
Tully, Edmyn	Edmyn Tully	/reference/k/01324/index.html	A former lord of Riverrun and head of House Tully.
Tully, Hoster	Hoster Tully	/reference/k/00591/index.html	Lord of Riverrun and lord paramount of the Riverlands.
Tully, Lord	Lord Tully	/reference/k/01427/index.html	Lord of Riverrun in the reign of Aerys I Targaryen.
Tully, Lord	Lord Tully	/reference/k/00592/index.html	Lord of Riverrun in the reign of Daeron II Targaryen.
Tully, Lysa	Lysa Tully	/reference/k/00593/index.html	Younger daughter of Lord Hoster Tully and Minisa Whent and wife of Lord Jon Arryn.
Tumberjon	Tumberjon	/reference/k/00851/index.html	A ranger of the Night's Watch.
Tumitis, Moreo	Moreo Tumitis	/reference/k/00594/index.html	Captain of the trading galley Storm Dancer.
Turnberry, Lambert	Lambert Turnberry	/reference/k/02204/index.html	A knight.
Turnip	Turnip	/reference/k/01873/index.html	A cook's boy at Winterfell.
Turquin	Turquin	/reference/k/01637/index.html	A maester.
Tya Lannister	Tya Lannister	/reference/k/01638/index.html	Wife of Gowen Baratheon.
Tyana Wylde	Tyana Wylde	/reference/k/00682/index.html	Wife of Ser Aenys Frey.
Tybolt Crakehall	Tybolt Crakehall	/reference/k/00085/index.html	Eldest son of Lord Roland Crakehall.
Tybolt Hetherspoon	Tybolt Hetherspoon	/reference/k/02472/index.html	A landed knight.
Tybolt Lannister	Tybolt Lannister	/reference/k/00325/index.html	Eldest son of Lord Damon Lannister. Participated in the tourney at Ashford where he unhorsed Ser Androw Ashford.
Tyene Sand	Tyene Sand	/reference/k/00468/index.html	Third bastard daughter of Prince Oberyn Martell.
Tygett Lannister	Tygett Lannister	/reference/k/00326/index.html	Younger brother of Lord Tywin Lannister.
Tym	Tym	/reference/k/01881/index.html	Called Poxy Tym.  A guard at Winterfell.
Tymor	Tymor	/reference/k/01639/index.html	An ironman warrior.
Tyrek Lannister	Tyrek Lannister	/reference/k/00327/index.html	Son of Tygett Lannister and squire to King Robert Baratheon.
Tyrell, Alla	Alla Tyrell	/reference/k/00595/index.html	Elder daughter of Ser Leo Tyrell.
Tyrell, Elinor	Elinor Tyrell	/reference/k/00596/index.html	Only daughter of Ser Theodore Tyrell.
Tyrell, Garlan	Garlan Tyrell	/reference/k/00598/index.html	Middle son of Lord Mace Tyrell.
Tyrell, Garth	Garth Tyrell	/reference/k/00599/index.html	Called the Gross.  Uncle to Lord Mace Tyrell and Lord Seneschal of Highgarden.
Tyrell, Gormon	Gormon Tyrell	/reference/k/00600/index.html	A maester and uncle to Lord Mace Tyrell.
Tyrell, Harlen	Harlen Tyrell	/reference/k/01416/index.html	Steward to Mern IX Gardener and first Lord of Highgarden.
Tyrell, Janna	Janna Tyrell	/reference/k/00601/index.html	Sister of Lord Mace Tyrell and wide of Ser Jon Fossoway.
Tyrell, Leo	Leo Tyrell	/reference/k/00890/index.html	Called Leo Longthorn.
Tyrell, Leo	Leo Tyrell	/reference/k/00602/index.html	Son of Ser Victor Tyrell.
Tyrell, Leo	Leo Tyrell	/reference/k/00603/index.html	Called Lazy Leo.
Tyrell, Leona	Leona Tyrell	/reference/k/00604/index.html	Younger daughter of Ser Leo Tyrell.
Tyrell, Loras	Loras Tyrell	/reference/k/00605/index.html	Youngest son of Lord Mace Tyrell.
Tyrell, Lord	Lord Tyrell	/reference/k/02163/index.html	Lord of Highgarden and head of House Tyrell during the reign of Daeron I Targaryen.
Tyrell, Lorent	Lorent Tyrell	/reference/k/00606/index.html	Youngest son of Ser Leo Tyrell.
Tyrell, Lucas	Lucas Tyrell	/reference/k/00607/index.html	Middle son of Ser Leo Tyrell.
Tyrell, Luthor	Luthor Tyrell	/reference/k/00610/index.html	Father of Lord Mace Tyrell.
Tyrell, Luthor	Luthor Tyrell	/reference/k/00608/index.html	Elder son of Ser Moryn Tyrell.
Tyrell, Luthor	Luthor Tyrell	/reference/k/00609/index.html	Only son of Ser Theodore Tyrell.
Tyrell, Lyonel	Lyonel Tyrell	/reference/k/00611/index.html	Eldest son of Ser Leo Tyrell.
Tyrell, Mace	Mace Tyrell	/reference/k/00612/index.html	Lord of Highgarden and Warden of the South.
Tyrell, Margaery	Margaery Tyrell	/reference/k/00613/index.html	Only daughter of Lord Mace Tyrell.
Tyrell, Medwick	Medwick Tyrell	/reference/k/00614/index.html	A maester and younger son of Ser Luthor Tyrell.
Tyrell, Megga	Megga Tyrell	/reference/k/00615/index.html	Only daughter of Ser Olymer Tyrell.
Tyrell, Mina	Mina Tyrell	/reference/k/00616/index.html	Wife of Lord Paxter Redwyne.
Tyrell, Moryn	Moryn Tyrell	/reference/k/00617/index.html	Uncle to Lord Mace Tyrell.
Tyrell, Normund	Normund Tyrell	/reference/k/00618/index.html	Maester of Blackcrown and cousin of Lord Mace Tyrell.
Tyrell, Olene	Olene Tyrell	/reference/k/00619/index.html	Wife of Ser Leo Blackbar.
Tyrell, Olymer	Olymer Tyrell	/reference/k/00620/index.html	Only son of Ser Quentin Tyrell.
Tyrell, Quentin	Quentin Tyrell	/reference/k/00621/index.html	Cousin of Lord Mace Tyrell.
Tyrell, Raymund	Raymund Tyrell	/reference/k/00622/index.html	Elder son of Ser Olymer Tyrell.
Tyrell, Rickard	Rickard Tyrell	/reference/k/00623/index.html	Younger son of Ser Olymer Tyrell.
Tyrell, Victaria	Victaria Tyrell	/reference/k/00626/index.html	Wife of Lord Jon Bulwer.
Tyrell, Victor	Victor Tyrell	/reference/k/00627/index.html	Cousin to Lord Mace Tyrell.
Tyrell, Willas	Willas Tyrell	/reference/k/00628/index.html	Oldest son of Lord Mace Tyrell.
Tyrion Lannister	Tyrion Lannister	/reference/k/00328/index.html	Younger son of Lord Tywin Lannister and Joanna Lannister.
Tyrion Waters	Tyrion Waters	/reference/k/02320/index.html	Bastard son of Lollys Stokeworth.
Tysane Frey	Tysane Frey	/reference/k/00227/index.html	Eldest daughter of Lothar Frey.
Tysha	Tysha	/reference/k/00877/index.html	A crofter's daughter.
Tyta Frey	Tyta Frey	/reference/k/00228/index.html	Fourth daughter of Lord Walder Frey.
Tytos Blackwood	Tytos Blackwood	/reference/k/00033/index.html	Lord of Raventree.
Tytos Brax	Tytos Brax	/reference/k/00047/index.html	Eldest son of Lord Tytos Brax.
