start,end,cost
20001,15151,1
20001,15152,1
20001,15153,1
20001,15154,1
20001,15155,1
20001,15156,1
20001,15157,1
20001,15158,1
20001,15159,1
20001,15160,1
20001,15161,1
20001,15162,1
20001,15163,1
20001,15164,1
20001,15165,1
20001,15166,1
20001,15167,1
20001,15168,1
20001,15169,1
20001,15170,1
20001,15171,1
20001,15172,1
20001,15173,1
20001,15174,1
20001,15175,1
20001,15176,1
20001,15177,1
20001,15178,1
20001,15179,1
20001,15180,1
20001,15181,1
20001,15182,1
20001,15183,1
20001,15184,1
20001,15185,1
20001,15186,1
20001,15187,1
20001,15188,1
20001,15189,1
20001,15190,1
20001,15191,1
20001,15192,1
20001,15193,1
20001,15194,1
20001,15195,1
20001,15196,1
20001,15197,1
20001,15198,1
20001,15199,1
20001,15200,1
20001,15201,1
20001,15202,1
20001,15203,1
20001,15204,1
20001,15205,1
20001,15206,1
20001,15207,1
20001,15208,1
20001,15209,1
20001,15210,1
20001,15211,1
20001,15212,1
20001,15213,1
20001,15214,1
20001,15215,1
20001,15216,1
20001,15217,1
20001,15218,1
20001,15219,1
20001,15220,1
20001,15221,1
20001,15222,1
20001,15223,1
20001,15224,1
20001,15225,1
20001,15226,1
20001,15227,1
20001,15228,1
20001,15229,1
20001,15230,1
20001,15231,1
20001,15232,1
20001,15233,1
20001,15234,1
20001,15235,1
20001,15236,1
20001,15237,1
20001,15238,1
20001,15239,1
20001,15240,1
20001,15241,1
20001,15242,1
20001,15243,1
20001,15244,1
20001,15245,1
20001,15246,1
20001,15247,1
20001,15248,1
20001,15249,1
20001,15250,1
20001,15251,1
20001,15252,1
20001,15253,1
20001,15254,1
20001,15255,1
20001,15256,1
20001,15257,1
20001,15258,1
20001,15259,1
20001,15260,1
20001,15261,1
20001,15262,1
20001,15263,1
20001,15264,1
20001,15265,1
20001,15266,1
20001,15267,1
20001,15268,1
20001,15269,1
20001,15270,1
20001,15271,1
20001,15272,1
20001,15273,1
20001,15274,1
20001,15275,1
20001,15276,1
20001,15277,1
20001,15278,1
20001,15279,1
20001,15280,1
20001,15281,1
20001,15282,1
20001,15283,1
20001,15284,1
20001,15285,1
20001,15286,1
20001,15287,1
20001,15288,1
20001,15289,1
20001,15290,1
20001,15291,1
20001,15292,1
20001,15293,1
20001,15294,1
20001,15295,1
20001,15296,1
20001,15297,1
20001,15298,1
20001,15299,1
20001,15300,1
20001,15301,1
20001,15302,1
20001,15303,1
20001,15304,1
20001,15305,1
20001,15306,1
20001,15307,1
20001,15308,1
20001,15309,1
20001,15310,1
20001,15311,1
20001,15312,1
20001,15313,1
20001,15314,1
20001,15315,1
20001,15316,1
20001,15317,1
20001,15318,1
20001,15319,1
20001,15320,1
20001,15321,1
20001,15322,1
20001,15323,1
20001,15324,1
20001,15325,1
20001,15326,1
20001,15327,1
20001,15328,1
20001,15329,1
20001,15330,1
20001,15331,1
20001,15332,1
20001,15333,1
20001,15334,1
20001,15335,1
20001,15336,1
20001,15337,1
20001,15338,1
20001,15339,1
20001,15340,1
20001,15341,1
20001,15342,1
20001,15343,1
20001,15344,1
20001,15345,1
20001,15346,1
20001,15347,1
20001,15348,1
20001,15349,1
20001,15350,1
20001,15351,1
20001,15352,1
20001,15353,1
20001,15354,1
20001,15355,1
20001,15356,1
20001,15357,1
20001,15358,1
20001,15359,1
20001,15360,1
20001,15361,1
20001,15362,1
20001,15363,1
20001,15364,1
20001,15365,1
20001,15366,1
20001,15367,1
20001,15368,1
20001,15369,1
20001,15370,1
20001,15371,1
20001,15372,1
20001,15373,1
20001,15374,1
20001,15375,1
20001,15376,1
20001,15377,1
20001,15378,1
20001,15379,1
20001,15380,1
20001,15381,1
20001,15382,1
20001,15383,1
20001,15384,1
20001,15385,1
20001,15386,1
20001,15387,1
20001,15388,1
20001,15389,1
20001,15390,1
20001,15391,1
20001,15392,1
20001,15393,1
20001,15394,1
20001,15395,1
20001,15396,1
20001,15397,1
20001,15398,1
20001,15399,1
20001,15400,1
20001,15401,1
20001,15402,1
20001,15403,1
20001,15404,1
20001,15405,1
20001,15406,1
20001,15407,1
20001,15408,1
20001,15409,1
20001,15410,1
20001,15411,1
20001,15412,1
20001,15413,1
20001,15414,1
20001,15415,1
20001,15416,1
20001,15417,1
20001,15418,1
20001,15419,1
20001,15420,1
20001,15421,1
20001,15422,1
20001,15423,1
20001,15424,1
20001,15425,1
20001,15426,1
20001,15427,1
20001,15428,1
20001,15429,1
20001,15430,1
20001,15431,1
20001,15432,1
20001,15433,1
20001,15434,1
20001,15435,1
20001,15436,1
20001,15437,1
20001,15438,1
20001,15439,1
20001,15440,1
20001,15441,1
20001,15442,1
20001,15443,1
20001,15444,1
20001,15445,1
20001,15446,1
20001,15447,1
20001,15448,1
20001,15449,1
20001,15450,1
20001,15451,1
20001,15452,1
20001,15453,1
20001,15454,1
20001,15455,1
20001,15456,1
20001,15457,1
20001,15458,1
20001,15459,1
20001,15460,1
20001,15461,1
20001,15462,1
20001,15463,1
20001,15464,1
20001,15465,1
20001,15466,1
20001,15467,1
20001,15468,1
20001,15469,1
20001,15470,1
20001,15471,1
20001,15472,1
20001,15473,1
20001,15474,1
20001,15475,1
20001,15476,1
20001,15477,1
20001,15478,1
20001,15479,1
20001,15480,1
20001,15481,1
20001,15482,1
20001,15483,1
20001,15484,1
20001,15485,1
20001,15486,1
20001,15487,1
20001,15488,1
20001,15489,1
20001,15490,1
20001,15491,1
20001,15492,1
20001,15493,1
20001,15494,1
20001,15495,1
20001,15496,1
20001,15497,1
20001,15498,1
20001,15499,1
20001,15500,1
20001,15501,1
20001,15502,1
20001,15503,1
20001,15504,1
20001,15505,1
20001,15506,1
20001,15507,1
20001,15508,1
20001,15509,1
20001,15510,1
20001,15511,1
20001,15512,1
20001,15513,1
20001,15514,1
20001,15515,1
20001,15516,1
20001,15517,1
20001,15518,1
20001,15519,1
20001,15520,1
20001,15521,1
20001,15522,1
20001,15523,1
20001,15524,1
20001,15525,1
20001,15526,1
20001,15527,1
20001,15528,1
20001,15529,1
20001,15530,1
20001,15531,1
20001,15532,1
20001,15533,1
20001,15534,1
20001,15535,1
20001,15536,1
20001,15537,1
20001,15538,1
20001,15539,1
20001,15540,1
20001,15541,1
20001,15542,1
20001,15543,1
20001,15544,1
20001,15545,1
20001,15546,1
20001,15547,1
20001,15548,1
20001,15549,1
20001,15550,1
20001,15551,1
20001,15552,1
20001,15553,1
20001,15554,1
20001,15555,1
20001,15556,1
20001,15557,1
20001,15558,1
20001,15559,1
20001,15560,1
20001,15561,1
20001,15562,1
20001,15563,1
20001,15564,1
20001,15565,1
20001,15566,1
20001,15567,1
20001,15568,1
20001,15569,1
20001,15570,1
20001,15571,1
20001,15572,1
20001,15573,1
20001,15574,1
20001,15575,1
20001,15576,1
20001,15577,1
20001,15578,1
20001,15579,1
20001,15580,1
20001,15581,1
20001,15582,1
20001,15583,1
20001,15584,1
20001,15585,1
20001,15586,1
20001,15587,1
20001,15588,1
20001,15589,1
20001,15590,1
20001,15591,1
20001,15592,1
20001,15593,1
20001,15594,1
20001,15595,1
20001,15596,1
20001,15597,1
20001,15598,1
20001,15599,1
20001,15600,1
20001,15601,1
20001,15602,1
20001,15603,1
20001,15604,1
20001,15605,1
20001,15606,1
20001,15607,1
20001,15608,1
20001,15609,1
20001,15610,1
20001,15611,1
20001,15612,1
20001,15613,1
20001,15614,1
20001,15615,1
20001,15616,1
20001,15617,1
20001,15618,1
20001,15619,1
20001,15620,1
20001,15621,1
20001,15622,1
20001,15623,1
20001,15624,1
20001,15625,1
20001,15626,1
20001,15627,1
20001,15628,1
20001,15629,1
20001,15630,1
20001,15631,1
20001,15632,1
20001,15633,1
20001,15634,1
20001,15635,1
20001,15636,1
20001,15637,1
20001,15638,1
20001,15639,1
20001,15640,1
20001,15641,1
20001,15642,1
20001,15643,1
20001,15644,1
20001,15645,1
20001,15646,1
20001,15647,1
20001,15648,1
20001,15649,1
20001,15650,1
20001,15651,1
20001,15652,1
20001,15653,1
20001,15654,1
20001,15655,1
20001,15656,1
20001,15657,1
20001,15658,1
20001,15659,1
20001,15660,1
20001,15661,1
20001,15662,1
20001,15663,1
20001,15664,1
20001,15665,1
20001,15666,1
20001,15667,1
20001,15668,1
20001,15669,1
20001,15670,1
20001,15671,1
20001,15672,1
20001,15673,1
20001,15674,1
20001,15675,1
20001,15676,1
20001,15677,1
20001,15678,1
20001,15679,1
20001,15680,1
20001,15681,1
20001,15682,1
20001,15683,1
20001,15684,1
20001,15685,1
20001,15686,1
20001,15687,1
20001,15688,1
20001,15689,1
20001,15690,1
20001,15691,1
20001,15692,1
20001,15693,1
20001,15694,1
20001,15695,1
20001,15696,1
20001,15697,1
20001,15698,1
20001,15699,1
20001,15700,1
20001,15701,1
20001,15702,1
20001,15703,1
20001,15704,1
20001,15705,1
20001,15706,1
20001,15707,1
20001,15708,1
20001,15709,1
20001,15710,1
20001,15711,1
20001,15712,1
20001,15713,1
20001,15714,1
20001,15715,1
20001,15716,1
20001,15717,1
20001,15718,1
20001,15719,1
20001,15720,1
20001,15721,1
20001,15722,1
20001,15723,1
20001,15724,1
20001,15725,1
20001,15726,1
20001,15727,1
20001,15728,1
20001,15729,1
20001,15730,1
20001,15731,1
20001,15732,1
20001,15733,1
20001,15734,1
20001,15735,1
20001,15736,1
20001,15737,1
20001,15738,1
20001,15739,1
20001,15740,1
20001,15741,1
20001,15742,1
20001,15743,1
20001,15744,1
20001,15745,1
20001,15746,1
20001,15747,1
20001,15748,1
20001,15749,1
20001,15750,1
20001,15751,1
20001,15752,1
20001,15753,1
20001,15754,1
20001,15755,1
20001,15756,1
20001,15757,1
20001,15758,1
20001,15759,1
20001,15760,1
20001,15761,1
20001,15762,1
20001,15763,1
20001,15764,1
20001,15765,1
20001,15766,1
20001,15767,1
20001,15768,1
20001,15769,1
20001,15770,1
20001,15771,1
20001,15772,1
20001,15773,1
20001,15774,1
20001,15775,1
20001,15776,1
20001,15777,1
20001,15778,1
20001,15779,1
20001,15780,1
20001,15781,1
20001,15782,1
20001,15783,1
20001,15784,1
20001,15785,1
20001,15786,1
20001,15787,1
20001,15788,1
20001,15789,1
20001,15790,1
20001,15791,1
20001,15792,1
20001,15793,1
20001,15794,1
20001,15795,1
20001,15796,1
20001,15797,1
20001,15798,1
20001,15799,1
20001,15800,1
20001,15801,1
20001,15802,1
20001,15803,1
20001,15804,1
20001,15805,1
20001,15806,1
20001,15807,1
20001,15808,1
20001,15809,1
20001,15810,1
20001,15811,1
20001,15812,1
20001,15813,1
20001,15814,1
20001,15815,1
20001,15816,1
20001,15817,1
20001,15818,1
20001,15819,1
20001,15820,1
20001,15821,1
20001,15822,1
20001,15823,1
20001,15824,1
20001,15825,1
20001,15826,1
20001,15827,1
20001,15828,1
20001,15829,1
20001,15830,1
20001,15831,1
20001,15832,1
20001,15833,1
20001,15834,1
20001,15835,1
20001,15836,1
20001,15837,1
20001,15838,1
20001,15839,1
20001,15840,1
20001,15841,1
20001,15842,1
20001,15843,1
20001,15844,1
20001,15845,1
20001,15846,1
20001,15847,1
20001,15848,1
20001,15849,1
20001,15850,1
20001,15851,1
20001,15852,1
20001,15853,1
20001,15854,1
20001,15855,1
20001,15856,1
20001,15857,1
20001,15858,1
20001,15859,1
20001,15860,1
20001,15861,1
20001,15862,1
20001,15863,1
20001,15864,1
20001,15865,1
20001,15866,1
20001,15867,1
20001,15868,1
20001,15869,1
20001,15870,1
20001,15871,1
20001,15872,1
20001,15873,1
20001,15874,1
20001,15875,1
20001,15876,1
20001,15877,1
20001,15878,1
20001,15879,1
20001,15880,1
20001,15881,1
20001,15882,1
20001,15883,1
20001,15884,1
20001,15885,1
20001,15886,1
20001,15887,1
20001,15888,1
20001,15889,1
20001,15890,1
20001,15891,1
20001,15892,1
20001,15893,1
20001,15894,1
20001,15895,1
20001,15896,1
20001,15897,1
20001,15898,1
20001,15899,1
20001,15900,1
20001,15901,1
20001,15902,1
20001,15903,1
20001,15904,1
20001,15905,1
20001,15906,1
20001,15907,1
20001,15908,1
20001,15909,1
20001,15910,1
20001,15911,1
20001,15912,1
20001,15913,1
20001,15914,1
20001,15915,1
20001,15916,1
20001,15917,1
20001,15918,1
20001,15919,1
20001,15920,1
20001,15921,1
20001,15922,1
20001,15923,1
20001,15924,1
20001,15925,1
20001,15926,1
20001,15927,1
20001,15928,1
20001,15929,1
20001,15930,1
20001,15931,1
20001,15932,1
20001,15933,1
20001,15934,1
20001,15935,1
20001,15936,1
20001,15937,1
20001,15938,1
20001,15939,1
20001,15940,1
20001,15941,1
20001,15942,1
20001,15943,1
20001,15944,1
20001,15945,1
20001,15946,1
20001,15947,1
20001,15948,1
20001,15949,1
20001,15950,1
20001,15951,1
20001,15952,1
20001,15953,1
20001,15954,1
20001,15955,1
20001,15956,1
20001,15957,1
20001,15958,1
20001,15959,1
20001,15960,1
20001,15961,1
20001,15962,1
20001,15963,1
20001,15964,1
20001,15965,1
20001,15966,1
20001,15967,1
20001,15968,1
20001,15969,1
20001,15970,1
20001,15971,1
20001,15972,1
20001,15973,1
20001,15974,1
20001,15975,1
20001,15976,1
20001,15977,1
20001,15978,1
20001,15979,1
20001,15980,1
20001,15981,1
20001,15982,1
20001,15983,1
20001,15984,1
20001,15985,1
20001,15986,1
20001,15987,1
20001,15988,1
20001,15989,1
20001,15990,1
20001,15991,1
20001,15992,1
20001,15993,1
20001,15994,1
20001,15995,1
20001,15996,1
20001,15997,1
20001,15998,1
20001,15999,1
20001,16000,1
20001,16001,1
20001,16002,1
20001,16003,1
20001,16004,1
20001,16005,1
20001,16006,1
20001,16007,1
20001,16008,1
20001,16009,1
20001,16010,1
20001,16011,1
20001,16012,1
20001,16013,1
20001,16014,1
20001,16015,1
20001,16016,1
20001,16017,1
20001,16018,1
20001,16019,1
20001,16020,1
20001,16021,1
20001,16022,1
20001,16023,1
20001,16024,1
20001,16025,1
20001,16026,1
20001,16027,1
20001,16028,1
20001,16029,1
20001,16030,1
20001,16031,1
20001,16032,1
20001,16033,1
20001,16034,1
20001,16035,1
20001,16036,1
20001,16037,1
20001,16038,1
20001,16039,1
20001,16040,1
20001,16041,1
20001,16042,1
20001,16043,1
20001,16044,1
20001,16045,1
20001,16046,1
20001,16047,1
20001,16048,1
20001,16049,1
20001,16050,1
20001,16051,1
20001,16052,1
20001,16053,1
20001,16054,1
20001,16055,1
20001,16056,1
20001,16057,1
20001,16058,1
20001,16059,1
20001,16060,1
20001,16061,1
20001,16062,1
20001,16063,1
20001,16064,1
20001,16065,1
20001,16066,1
20001,16067,1
20001,16068,1
20001,16069,1
20001,16070,1
20001,16071,1
20001,16072,1
20001,16073,1
20001,16074,1
20001,16075,1
20001,16076,1
20001,16077,1
20001,16078,1
20001,16079,1
20001,16080,1
20001,16081,1
20001,16082,1
20001,16083,1
20001,16084,1
20001,16085,1
20001,16086,1
20001,16087,1
20001,16088,1
20001,16089,1
20001,16090,1
20001,16091,1
20001,16092,1
20001,16093,1
20001,16094,1
20001,16095,1
20001,16096,1
20001,16097,1
20001,16098,1
20001,16099,1
20001,16100,1
20001,16101,1
20001,16102,1
20001,16103,1
20001,16104,1
20001,16105,1
20001,16106,1
20001,16107,1
20001,16108,1
20001,16109,1
20001,16110,1
20001,16111,1
20001,16112,1
20001,16113,1
20001,16114,1
20001,16115,1
20001,16116,1
20001,16117,1
20001,16118,1
20001,16119,1
20001,16120,1
20001,16121,1
20001,16122,1
20001,16123,1
20001,16124,1
20001,16125,1
20001,16126,1
20001,16127,1
20001,16128,1
20001,16129,1
20001,16130,1
20001,16131,1
20001,16132,1
20001,16133,1
20001,16134,1
20001,16135,1
20001,16136,1
20001,16137,1
20001,16138,1
20001,16139,1
20001,16140,1
20001,16141,1
20001,16142,1
20001,16143,1
20001,16144,1
20001,16145,1
20001,16146,1
20001,16147,1
20001,16148,1
20001,16149,1
20001,16150,1
20001,16151,1
20001,16152,1
20001,16153,1
20001,16154,1
20001,16155,1
20001,16156,1
20001,16157,1
20001,16158,1
20001,16159,1
20001,16160,1
20001,16161,1
20001,16162,1
20001,16163,1
20001,16164,1
20001,16165,1
20001,16166,1
20001,16167,1
20001,16168,1
20001,16169,1
20001,16170,1
20001,16171,1
20001,16172,1
20001,16173,1
20001,16174,1
20001,16175,1
20001,16176,1
20001,16177,1
20001,16178,1
20001,16179,1
20001,16180,1
20001,16181,1
20001,16182,1
20001,16183,1
20001,16184,1
20001,16185,1
20001,16186,1
20001,16187,1
20001,16188,1
20001,16189,1
20001,16190,1
20001,16191,1
20001,16192,1
20001,16193,1
20001,16194,1
20001,16195,1
20001,16196,1
20001,16197,1
20001,16198,1
20001,16199,1
20001,16200,1
20001,16201,1
20001,16202,1
20001,16203,1
20001,16204,1
20001,16205,1
20001,16206,1
20001,16207,1
20001,16208,1
20001,16209,1
20001,16210,1
20001,16211,1
20001,16212,1
20001,16213,1
20001,16214,1
20001,16215,1
20001,16216,1
20001,16217,1
20001,16218,1
20001,16219,1
20001,16220,1
20001,16221,1
20001,16222,1
20001,16223,1
20001,16224,1
20001,16225,1
20001,16226,1
20001,16227,1
20001,16228,1
20001,16229,1
20001,16230,1
20001,16231,1
20001,16232,1
20001,16233,1
20001,16234,1
20001,16235,1
20001,16236,1
20001,16237,1
20001,16238,1
20001,16239,1
20001,16240,1
20001,16241,1
20001,16242,1
20001,16243,1
20001,16244,1
20001,16245,1
20001,16246,1
20001,16247,1
20001,16248,1
20001,16249,1
20001,16250,1
20001,16251,1
20001,16252,1
20001,16253,1
20001,16254,1
20001,16255,1
20001,16256,1
20001,16257,1
20001,16258,1
20001,16259,1
20001,16260,1
20001,16261,1
20001,16262,1
20001,16263,1
20001,16264,1
20001,16265,1
20001,16266,1
20001,16267,1
20001,16268,1
20001,16269,1
20001,16270,1
20001,16271,1
20001,16272,1
20001,16273,1
20001,16274,1
20001,16275,1
20001,16276,1
20001,16277,1
20001,16278,1
20001,16279,1
20001,16280,1
20001,16281,1
20001,16282,1
20001,16283,1
20001,16284,1
20001,16285,1
20001,16286,1
20001,16287,1
20001,16288,1
20001,16289,1
20001,16290,1
20001,16291,1
20001,16292,1
20001,16293,1
20001,16294,1
20001,16295,1
20001,16296,1
20001,16297,1
20001,16298,1
20001,16299,1
20001,16300,1
20001,16301,1
20001,16302,1
20001,16303,1
20001,16304,1
20001,16305,1
20001,16306,1
20001,16307,1
20001,16308,1
20001,16309,1
20001,16310,1
20001,16311,1
20001,16312,1
20001,16313,1
20001,16314,1
20001,16315,1
20001,16316,1
20001,16317,1
20001,16318,1
20001,16319,1
20001,16320,1
20001,16321,1
20001,16322,1
20001,16323,1
20001,16324,1
20001,16325,1
20001,16326,1
20001,16327,1
20001,16328,1
20001,16329,1
20001,16330,1
20001,16331,1
20001,16332,1
20001,16333,1
20001,16334,1
20001,16335,1
20001,16336,1
20001,16337,1
20001,16338,1
20001,16339,1
20001,16340,1
20001,16341,1
20001,16342,1
20001,16343,1
20001,16344,1
20001,16345,1
20001,16346,1
20001,16347,1
20001,16348,1
20001,16349,1
20001,16350,1
20001,16351,1
20001,16352,1
20001,16353,1
20001,16354,1
20001,16355,1
20001,16356,1
20001,16357,1
20001,16358,1
20001,16359,1
20001,16360,1
20001,16361,1
20001,16362,1
20001,16363,1
20001,16364,1
20001,16365,1
20001,16366,1
20001,16367,1
20001,16368,1
20001,16369,1
20001,16370,1
20001,16371,1
20001,16372,1
20001,16373,1
20001,16374,1
20001,16375,1
20001,16376,1
20001,16377,1
20001,16378,1
20001,16379,1
20001,16380,1
20001,16381,1
20001,16382,1
20001,16383,1
20001,16384,1
20001,16385,1
20001,16386,1
20001,16387,1
20001,16388,1
20001,16389,1
20001,16390,1
20001,16391,1
20001,16392,1
20001,16393,1
20001,16394,1
20001,16395,1
20001,16396,1
20001,16397,1
20001,16398,1
20001,16399,1
20001,16400,1
20001,16401,1
20001,16402,1
20001,16403,1
20001,16404,1
20001,16405,1
20001,16406,1
20001,16407,1
20001,16408,1
20001,16409,1
20001,16410,1
20001,16411,1
20001,16412,1
20001,16413,1
20001,16414,1
20001,16415,1
20001,16416,1
20001,16417,1
20001,16418,1
20001,16419,1
20001,16420,1
20001,16421,1
20001,16422,1
20001,16423,1
20001,16424,1
20001,16425,1
20001,16426,1
20001,16427,1
20001,16428,1
20001,16429,1
20001,16430,1
20001,16431,1
20001,16432,1
20001,16433,1
20001,16434,1
20001,16435,1
20001,16436,1
20001,16437,1
20001,16438,1
20001,16439,1
20001,16440,1
20001,16441,1
20001,16442,1
20001,16443,1
20001,16444,1
20001,16445,1
20001,16446,1
20001,16447,1
20001,16448,1
20001,16449,1
20001,16450,1
20001,16451,1
20001,16452,1
20001,16453,1
20001,16454,1
20001,16455,1
20001,16456,1
20001,16457,1
20001,16458,1
20001,16459,1
20001,16460,1
20001,16461,1
20001,16462,1
20001,16463,1
20001,16464,1
20001,16465,1
20001,16466,1
20001,16467,1
20001,16468,1
20001,16469,1
20001,16470,1
20001,16471,1
20001,16472,1
20001,16473,1
20001,16474,1
20001,16475,1
20001,16476,1
20001,16477,1
20001,16478,1
20001,16479,1
20001,16480,1
20001,16481,1
20001,16482,1
20001,16483,1
20001,16484,1
20001,16485,1
20001,16486,1
20001,16487,1
20001,16488,1
20001,16489,1
20001,16490,1
20001,16491,1
20001,16492,1
20001,16493,1
20001,16494,1
20001,16495,1
20001,16496,1
20001,16497,1
20001,16498,1
20001,16499,1
20001,16500,1
20001,16501,1
20001,16502,1
20001,16503,1
20001,16504,1
20001,16505,1
20001,16506,1
20001,16507,1
20001,16508,1
20001,16509,1
20001,16510,1
20001,16511,1
20001,16512,1
20001,16513,1
20001,16514,1
20001,16515,1
20001,16516,1
20001,16517,1
20001,16518,1
20001,16519,1
20001,16520,1
20001,16521,1
20001,16522,1
20001,16523,1
20001,16524,1
20001,16525,1
20001,16526,1
20001,16527,1
20001,16528,1
20001,16529,1
20001,16530,1
20001,16531,1
20001,16532,1
20001,16533,1
20001,16534,1
20001,16535,1
20001,16536,1
20001,16537,1
20001,16538,1
20001,16539,1
20001,16540,1
20001,16541,1
20001,16542,1
20001,16543,1
20001,16544,1
20001,16545,1
20001,16546,1
20001,16547,1
20001,16548,1
20001,16549,1
20001,16550,1
20001,16551,1
20001,16552,1
20001,16553,1
20001,16554,1
20001,16555,1
20001,16556,1
20001,16557,1
20001,16558,1
20001,16559,1
20001,16560,1
20001,16561,1
20001,16562,1
20001,16563,1
20001,16564,1
20001,16565,1
20001,16566,1
20001,16567,1
20001,16568,1
20001,16569,1
20001,16570,1
20001,16571,1
20001,16572,1
20001,16573,1
20001,16574,1
20001,16575,1
20001,16576,1
20001,16577,1
20001,16578,1
20001,16579,1
20001,16580,1
20001,16581,1
20001,16582,1
20001,16583,1
20001,16584,1
20001,16585,1
20001,16586,1
20001,16587,1
20001,16588,1
20001,16589,1
20001,16590,1
20001,16591,1
20001,16592,1
20001,16593,1
20001,16594,1
20001,16595,1
20001,16596,1
20001,16597,1
20001,16598,1
20001,16599,1
20001,16600,1
20001,16601,1
20001,16602,1
20001,16603,1
20001,16604,1
20001,16605,1
20001,16606,1
20001,16607,1
20001,16608,1
20001,16609,1
20001,16610,1
20001,16611,1
20001,16612,1
20001,16613,1
20001,16614,1
20001,16615,1
20001,16616,1
20001,16617,1
20001,16618,1
20001,16619,1
20001,16620,1
20001,16621,1
20001,16622,1
20001,16623,1
20001,16624,1
20001,16625,1
20001,16626,1
20001,16627,1
20001,16628,1
20001,16629,1
20001,16630,1
20001,16631,1
20001,16632,1
20001,16633,1
20001,16634,1
20001,16635,1
20001,16636,1
20001,16637,1
20001,16638,1
20001,16639,1
20001,16640,1
20001,16641,1
20001,16642,1
20001,16643,1
20001,16644,1
20001,16645,1
20001,16646,1
20001,16647,1
20001,16648,1
20001,16649,1
20001,16650,1
20001,16651,1
20001,16652,1
20001,16653,1
20001,16654,1
20001,16655,1
20001,16656,1
20001,16657,1
20001,16658,1
20001,16659,1
20001,16660,1
20001,16661,1
20001,16662,1
20001,16663,1
20001,16664,1
20001,16665,1
20001,16666,1
20001,16667,1
20001,16668,1
20001,16669,1
20001,16670,1
20001,16671,1
20001,16672,1
20001,16673,1
20001,16674,1
20001,16675,1
20001,16676,1
20001,16677,1
20001,16678,1
20001,16679,1
20001,16680,1
20001,16681,1
20001,16682,1
20001,16683,1
20001,16684,1
20001,16685,1
20001,16686,1
20001,16687,1
20001,16688,1
20001,16689,1
20001,16690,1
20001,16691,1
20001,16692,1
20001,16693,1
20001,16694,1
20001,16695,1
20001,16696,1
20001,16697,1
20001,16698,1
20001,16699,1
20001,16700,1
20001,16701,1
20001,16702,1
20001,16703,1
20001,16704,1
20001,16705,1
20001,16706,1
20001,16707,1
20001,16708,1
20001,16709,1
20001,16710,1
20001,16711,1
20001,16712,1
20001,16713,1
20001,16714,1
20001,16715,1
20001,16716,1
20001,16717,1
20001,16718,1
20001,16719,1
20001,16720,1
20001,16721,1
20001,16722,1
20001,16723,1
20001,16724,1
20001,16725,1
20001,16726,1
20001,16727,1
20001,16728,1
20001,16729,1
20001,16730,1
20001,16731,1
20001,16732,1
20001,16733,1
20001,16734,1
20001,16735,1
20001,16736,1
20001,16737,1
20001,16738,1
20001,16739,1
20001,16740,1
20001,16741,1
20001,16742,1
20001,16743,1
20001,16744,1
20001,16745,1
20001,16746,1
20001,16747,1
20001,16748,1
20001,16749,1
20001,16750,1
20001,16751,1
20001,16752,1
20001,16753,1
20001,16754,1
20001,16755,1
20001,16756,1
20001,16757,1
20001,16758,1
20001,16759,1
20001,16760,1
20001,16761,1
20001,16762,1
20001,16763,1
20001,16764,1
20001,16765,1
20001,16766,1
20001,16767,1
20001,16768,1
20001,16769,1
20001,16770,1
20001,16771,1
20001,16772,1
20001,16773,1
20001,16774,1
20001,16775,1
20001,16776,1
20001,16777,1
20001,16778,1
20001,16779,1
20001,16780,1
20001,16781,1
20001,16782,1
20001,16783,1
20001,16784,1
20001,16785,1
20001,16786,1
20001,16787,1
20001,16788,1
20001,16789,1
20001,16790,1
20001,16791,1
20001,16792,1
20001,16793,1
20001,16794,1
20001,16795,1
20001,16796,1
20001,16797,1
20001,16798,1
20001,16799,1
20001,16800,1
20001,16801,1
20001,16802,1
20001,16803,1
20001,16804,1
20001,16805,1
20001,16806,1
20001,16807,1
20001,16808,1
20001,16809,1
20001,16810,1
20001,16811,1
20001,16812,1
20001,16813,1
20001,16814,1
20001,16815,1
20001,16816,1
20001,16817,1
20001,16818,1
20001,16819,1
20001,16820,1
20001,16821,1
20001,16822,1
20001,16823,1
20001,16824,1
20001,16825,1
20001,16826,1
20001,16827,1
20001,16828,1
20001,16829,1
20001,16830,1
20001,16831,1
20001,16832,1
20001,16833,1
20001,16834,1
20001,16835,1
20001,16836,1
20001,16837,1
20001,16838,1
20001,16839,1
20001,16840,1
20001,16841,1
20001,16842,1
20001,16843,1
20001,16844,1
20001,16845,1
20001,16846,1
20001,16847,1
20001,16848,1
20001,16849,1
20001,16850,1
20001,16851,1
20001,16852,1
20001,16853,1
20001,16854,1
20001,16855,1
20001,16856,1
20001,16857,1
20001,16858,1
20001,16859,1
20001,16860,1
20001,16861,1
20001,16862,1
20001,16863,1
20001,16864,1
20001,16865,1
20001,16866,1
20001,16867,1
20001,16868,1
20001,16869,1
20001,16870,1
20001,16871,1
20001,16872,1
20001,16873,1
20001,16874,1
20001,16875,1
20001,16876,1
20001,16877,1
20001,16878,1
20001,16879,1
20001,16880,1
20001,16881,1
20001,16882,1
20001,16883,1
20001,16884,1
20001,16885,1
20001,16886,1
20001,16887,1
20001,16888,1
20001,16889,1
20001,16890,1
20001,16891,1
20001,16892,1
20001,16893,1
20001,16894,1
20001,16895,1
20001,16896,1
20001,16897,1
20001,16898,1
20001,16899,1
